doc_id,topic,model,data,loss,gradient,tensor,training,vector,matrix,recipe,oven,flour,sauce,simmer,knife,dough,flavour,orbit,telescope,galaxy,spectrum,comet,nebula,parsec,eclipse,striker,offside,penalty,midfield,keeper,stadium,kickoff,referee,the,of,and,a,to,in,is,for
d02217,football,0,1,0,0,1,1,1,3,3,0,1,1,1,1,0,1,0,1,0,2,0,1,1,2,15,20,18,17,14,16,16,19,33,23,25,22,25,19,23,21
d02218,machine_learning,40,36,39,31,34,33,41,32,1,2,0,2,3,0,2,1,1,1,2,1,4,1,3,3,0,1,1,2,3,1,0,4,61,64,53,42,48,81,71,45
d02219,machine_learning,4,10,8,4,6,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,8,8,13,8,11,7,10,11
d02220,machine_learning,8,13,15,11,12,9,9,9,0,0,1,0,0,0,0,1,1,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,20,23,16,15,24,27,21,23
d02221,cooking,0,1,1,1,0,1,0,1,23,27,31,16,28,24,36,25,1,0,0,1,1,2,2,1,1,1,0,0,2,1,2,1,43,38,47,43,46,49,47,42
d02222,cooking,0,0,0,1,0,0,0,0,16,11,9,12,15,15,8,17,3,1,2,0,0,0,0,2,1,0,1,2,0,2,0,0,26,13,11,23,24,19,16,9
d02223,astronomy,1,2,2,2,2,0,1,2,2,1,5,5,2,4,2,0,36,33,31,31,31,40,46,30,3,1,6,1,0,0,1,1,40,44,50,60,49,52,47,65
d02224,football,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,5,6,5,11,2,4,3,7,7,10,7,4,7,11,2,8
d02225,astronomy,2,0,0,1,0,0,0,2,2,0,0,1,0,2,0,1,23,21,21,19,20,14,16,16,1,1,1,0,1,2,2,0,23,38,31,25,32,33,28,35
d02226,machine_learning,22,15,22,16,17,21,19,14,1,0,1,0,1,0,0,2,1,3,2,2,1,1,0,0,1,2,0,1,0,0,0,0,18,35,37,35,24,35,29,31
d02227,astronomy,1,2,0,0,1,0,0,2,1,1,0,0,0,1,1,0,8,9,5,4,5,2,8,9,0,1,1,0,0,0,0,0,10,14,12,17,12,15,12,13
d02228,astronomy,0,4,1,0,0,0,0,0,1,2,0,0,1,1,3,1,15,11,12,16,20,13,8,17,0,1,1,0,0,1,1,0,30,27,23,31,29,26,19,14
d02229,football,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,5,7,1,6,3,10,13,7,10,11,6,8,9
d02230,astronomy,4,1,2,2,1,1,2,0,3,2,1,1,0,0,2,0,38,20,15,22,21,29,16,26,2,1,0,1,1,1,1,1,26,27,45,40,25,39,30,32
d02231,cooking,1,0,0,0,0,2,0,1,17,17,14,15,18,12,16,11,0,1,0,1,1,2,0,0,1,1,1,0,1,0,0,1,32,20,30,21,18,26,22,23
d02232,astronomy,0,1,2,2,0,1,0,1,1,2,0,3,0,1,2,1,11,13,9,15,10,11,17,13,0,0,0,1,1,1,1,0,16,21,20,12,16,22,24,28
d02233,machine_learning,30,26,17,29,34,34,21,23,1,3,1,1,0,4,2,0,0,1,0,3,0,4,3,1,2,2,1,2,1,0,2,1,35,37,53,48,45,44,41,51
d02234,machine_learning,29,17,28,37,22,25,16,26,2,0,2,3,0,2,0,2,1,4,5,3,1,1,2,1,1,1,0,1,2,2,5,1,49,41,46,46,46,45,47,36
d02235,cooking,1,0,1,0,1,0,2,0,7,7,9,5,8,6,11,8,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,10,14,13,10,13,18,5,18
d02236,cooking,1,0,0,0,2,0,0,0,15,15,6,10,10,14,14,7,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,12,21,17,17,15,11,16,11
d02237,astronomy,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,7,5,0,5,4,4,7,1,0,0,0,0,1,0,0,5,6,8,9,12,7,7,8
d02238,machine_learning,14,16,10,14,16,13,12,13,0,0,1,1,1,1,1,2,1,0,1,1,0,3,2,0,2,0,1,1,1,0,1,1,15,15,20,16,11,19,26,21
d02239,astronomy,0,1,2,1,4,2,1,2,2,2,1,1,0,1,2,0,28,23,28,24,33,27,28,32,3,1,1,2,0,0,2,0,41,48,46,47,46,26,44,41
d02240,astronomy,0,1,2,1,0,3,3,0,1,1,1,0,2,1,2,1,43,33,30,33,31,26,28,37,0,1,0,2,1,1,2,1,45,49,59,54,57,55,48,61
d02241,machine_learning,17,10,12,18,13,12,7,6,0,0,0,1,1,0,0,0,0,0,2,1,1,1,1,1,0,3,0,0,1,1,1,0,23,25,26,12,16,16,19,21
d02242,football,1,1,2,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,9,4,7,6,4,4,7,9,6,11,11,14,5,6,9
d02243,football,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,9,13,2,9,11,4,13,16,8,11,11,9,8,7,6
d02244,football,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,0,1,0,7,8,10,13,13,8,10,7,9,12,10,9,18,15,10,14
d02245,astronomy,2,1,0,0,0,1,2,1,1,1,1,0,2,2,1,0,11,15,15,17,12,10,10,11,1,1,0,0,0,1,0,0,26,22,18,22,26,30,23,28
d02246,machine_learning,4,5,3,6,3,2,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,3,7,6,9,5,5
d02247,football,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,7,5,6,8,7,4,10,11,16,11,14,20,10,12,12,6
d02248,astronomy,0,1,0,1,0,1,1,3,0,0,0,3,2,1,1,0,13,12,24,20,11,13,7,21,1,0,1,1,1,1,0,0,12,30,26,19,29,23,26,18
d02249,cooking,3,0,1,3,0,0,0,0,19,14,17,12,13,16,17,16,0,0,0,0,1,0,0,1,2,0,0,1,1,3,0,0,19,25,26,23,26,28,24,30
d02250,cooking,0,0,0,0,0,1,1,1,7,13,6,10,5,8,11,6,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2,0,14,16,16,13,12,12,18,12
d02251,cooking,0,1,3,0,0,0,0,1,5,11,14,12,5,13,10,8,0,0,2,0,0,0,0,1,0,1,0,1,2,0,0,0,22,17,16,16,15,18,20,9
d02252,astronomy,1,2,2,1,1,2,1,0,1,0,2,0,1,1,3,1,24,23,28,26,27,26,22,21,0,1,0,3,0,0,1,2,50,25,46,39,42,40,25,31
d02253,machine_learning,49,41,43,53,42,51,33,37,2,2,3,2,2,1,3,0,5,3,1,3,2,3,1,1,1,4,2,2,1,2,1,1,70,64,83,67,65,56,73,69
d02254,cooking,0,0,0,0,0,0,0,2,11,17,16,9,13,18,12,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,15,29,22,16,19,25,27,22
d02255,astronomy,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,7,10,9,10,6,10,6,10,0,0,0,0,0,1,0,0,15,11,14,12,17,14,13,12
d02256,football,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13,8,4,10,9,6,5,7,15,12,15,10,15,9,12,13
d02257,machine_learning,9,7,19,14,18,19,19,11,1,1,5,1,1,1,0,1,1,1,2,0,0,0,2,1,2,1,0,1,1,0,1,0,21,22,28,24,23,23,35,27
d02258,cooking,2,1,1,0,0,1,1,0,12,15,12,10,7,17,15,8,0,0,1,0,0,3,1,0,0,1,0,0,1,1,3,0,21,20,25,28,17,18,30,19
d02259,astronomy,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,12,4,4,7,5,2,8,5,0,1,0,0,0,1,0,0,14,11,15,13,11,10,15,11
d02260,football,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4,6,6,6,12,7,7,7,12,11,9,11,13,7,9,11
d02261,football,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,12,10,7,3,6,4,7,4,9,10,14,23,16,20,12,15
d02262,cooking,0,1,2,0,0,0,0,0,10,8,14,7,6,7,13,4,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,10,12,9,12,14,13,13,15
d02263,astronomy,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,5,9,8,6,11,0,0,0,0,1,0,0,1,13,11,13,8,11,9,12,9
d02264,football,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,8,7,5,8,4,6,6,11,8,15,11,13,11,3,14
d02265,machine_learning,8,11,4,11,8,12,15,5,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,0,0,0,14,20,19,15,11,11,8,11
d02266,machine_learning,20,30,25,30,30,35,28,37,2,1,1,1,1,3,1,2,1,2,0,3,2,1,1,1,1,2,1,3,3,2,1,1,40,48,56,51,48,40,50,45
d02267,machine_learning,10,11,9,8,8,9,7,6,1,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,13,8,10,13,12,12,12,9
d02268,football,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,4,4,5,6,4,1,6,4,11,7,7,7,8,1
d02269,astronomy,1,1,1,1,1,2,0,1,0,0,2,3,0,0,2,1,7,9,16,11,14,17,10,8,0,1,1,0,0,0,0,1,26,23,18,25,25,22,19,21
d02270,machine_learning,9,13,11,3,13,12,13,7,1,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,16,17,15,25,22,22,28,18
d02271,machine_learning,54,35,53,45,55,45,43,45,4,2,5,3,0,1,4,3,0,0,3,7,2,4,3,2,1,2,0,2,1,2,1,5,84,93,96,72,80,104,76,78
d02272,machine_learning,15,15,22,14,23,19,9,12,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,32,30,23,27,27,30,27,27
d02273,machine_learning,12,9,10,8,6,15,6,11,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,1,31,13,12,13,18,19,22,16
d02274,football,2,0,2,1,2,0,1,1,1,0,3,1,2,0,2,2,1,0,1,1,1,0,0,3,38,41,33,31,24,34,40,32,61,52,48,58,66,66,47,57
d02275,astronomy,1,1,1,2,0,1,1,1,2,1,3,3,1,0,1,1,23,19,18,24,29,20,26,30,0,1,1,1,0,0,0,1,31,30,39,31,40,37,38,43
d02276,cooking,0,1,0,0,0,1,1,0,14,5,9,12,11,10,20,9,0,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,20,18,19,17,25,21,18,19
d02277,astronomy,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3,2,4,5,7,3,1,2,0,0,1,0,0,0,0,0,6,3,5,7,7,5,7,8
d02278,cooking,2,0,0,0,0,0,0,0,4,7,6,3,4,11,4,4,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,6,10,7,7,9,6,11,10
d02279,machine_learning,24,36,15,23,24,26,17,22,1,1,1,0,1,1,1,1,1,2,2,4,2,0,0,2,1,1,1,3,0,3,1,1,33,47,38,36,41,32,46,30
d02280,astronomy,2,1,0,3,4,2,1,0,0,2,1,3,1,2,1,0,29,23,29,20,26,34,35,23,1,3,1,3,0,2,2,4,37,43,40,43,37,56,46,52
d02281,astronomy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,7,2,5,1,5,4,11,0,0,0,0,1,1,0,0,12,8,7,9,10,5,10,11
d02282,football,2,1,0,0,2,0,3,1,0,0,3,1,0,1,0,0,0,3,0,0,3,2,1,0,19,14,17,17,16,12,10,18,19,34,24,31,36,20,28,30
d02283,machine_learning,20,7,11,12,13,13,12,7,0,1,0,1,0,1,0,1,1,1,1,0,0,2,3,1,0,1,0,0,0,3,1,1,24,22,24,14,23,17,21,25
d02284,astronomy,0,1,1,0,0,2,1,2,1,2,2,1,0,0,0,0,19,23,19,25,18,19,22,26,2,0,1,1,0,1,2,0,39,33,26,37,43,41,36,34
d02285,cooking,3,0,0,1,0,1,1,1,13,16,13,17,16,19,19,20,0,1,1,0,3,1,1,1,1,3,0,2,1,1,1,0,21,21,27,23,36,25,25,29
d02286,cooking,0,0,0,0,0,0,0,1,9,8,10,6,8,10,7,13,0,0,0,0,0,0,0,2,1,0,0,0,1,1,2,1,20,16,14,14,8,10,16,13
d02287,machine_learning,24,23,12,15,24,20,19,25,1,0,1,2,2,0,0,1,0,1,0,2,1,1,1,1,0,0,0,3,3,0,1,0,34,31,42,31,36,28,29,36
d02288,football,2,2,1,5,0,1,4,0,3,2,3,0,4,3,4,1,1,0,5,2,4,1,2,0,43,44,38,42,35,50,29,45,72,63,56,73,65,58,77,80
d02289,cooking,1,3,1,0,0,0,1,4,36,30,33,30,44,44,26,43,1,1,2,0,0,5,5,2,0,1,1,5,1,1,2,3,48,70,54,85,59,54,47,60
d02290,cooking,0,1,1,0,0,0,0,0,4,8,4,0,6,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,7,6,18,6,6
d02291,machine_learning,22,28,14,18,18,23,23,22,1,0,1,0,1,1,0,0,2,1,1,0,2,2,0,2,1,1,0,1,0,3,2,3,39,31,35,31,39,35,36,31
d02292,cooking,1,1,0,0,2,0,3,0,12,16,6,15,18,11,11,3,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,21,12,21,23,11,22,17,18
d02293,astronomy,1,1,0,2,0,2,0,1,0,0,1,0,1,0,1,0,10,12,9,6,3,8,6,7,1,0,0,2,1,0,0,0,13,15,14,21,15,17,9,7
d02294,football,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,2,5,4,6,6,4,4,7,5,7,3,8,9,7,9
d02295,football,0,0,0,1,2,2,1,2,0,2,0,2,0,1,0,0,1,2,1,1,1,0,1,0,13,18,14,26,17,27,15,21,26,28,26,23,25,27,26,27
d02296,machine_learning,24,15,14,15,16,17,17,19,0,2,1,0,0,0,1,1,0,0,0,1,2,3,0,0,1,1,1,2,1,1,0,2,32,39,29,27,33,34,25,37
d02297,football,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,12,8,6,7,16,11,11,9,16,21,14,15,16,18,18,20
d02298,astronomy,0,0,0,1,2,0,0,1,0,1,1,1,1,0,1,0,11,9,14,18,16,17,10,18,1,1,0,0,0,0,1,0,31,29,29,22,19,23,21,26
d02299,cooking,0,0,1,0,0,0,0,1,11,4,8,2,5,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,4,13,4,9,6,9
d02300,football,0,0,0,0,1,1,1,1,0,0,0,0,2,0,1,1,1,2,0,1,0,1,1,0,12,8,11,13,17,9,13,10,17,16,12,18,21,18,16,24
d02301,machine_learning,47,42,58,58,56,44,46,55,1,3,4,2,5,2,2,3,2,6,1,4,2,6,2,7,2,3,3,0,1,3,3,4,102,101,86,73,81,77,82,79
d02302,astronomy,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,9,7,4,6,9,6,0,0,0,0,1,0,0,0,8,11,11,14,11,14,16,4
d02303,astronomy,0,1,1,1,0,1,0,0,1,0,2,2,0,1,0,1,13,6,11,10,5,10,9,9,0,0,1,1,1,0,0,0,9,12,14,10,12,12,14,11
d02304,cooking,1,0,0,0,0,0,0,0,9,5,7,5,6,9,5,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7,9,13,10,7,6,15,6
d02305,football,1,0,0,1,2,0,2,2,2,0,2,0,2,1,0,0,1,1,1,2,2,1,0,2,11,19,20,15,18,27,26,21,36,32,33,24,30,37,34,33
d02306,astronomy,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,4,6,6,1,4,5,6,1,0,0,0,0,1,0,0,0,7,6,3,9,12,8,6,6
d02307,football,1,1,1,0,0,1,0,1,0,0,1,3,1,1,0,0,0,1,0,1,0,0,0,1,11,9,6,12,14,14,17,9,19,12,15,19,13,13,16,14
d02308,cooking,0,0,3,0,2,0,0,0,13,14,17,10,11,12,12,10,0,1,1,0,3,1,0,3,0,0,0,0,0,1,0,1,21,22,18,21,21,14,16,22
d02309,astronomy,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,6,10,6,3,10,5,7,12,1,0,0,0,3,1,0,0,19,16,17,15,18,12,8,10
d02310,astronomy,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,12,6,6,7,3,9,7,1,0,0,2,1,0,0,0,12,11,14,10,8,13,17,8
d02311,football,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,7,3,5,5,5,4,6,7,6,2,4,2,10,4
d02312,football,0,0,0,2,0,2,0,1,0,0,1,0,1,1,1,1,1,2,2,1,2,0,0,1,14,14,13,9,13,16,16,14,28,18,25,29,28,25,25,27
d02313,cooking,0,1,0,2,0,1,0,0,18,18,11,9,15,16,13,18,1,0,1,0,0,2,0,1,1,0,0,1,3,1,1,0,35,18,18,27,17,22,22,41
d02314,machine_learning,16,24,21,22,19,18,23,17,0,1,2,1,1,0,1,3,0,1,1,0,0,3,2,0,1,0,2,1,1,0,3,0,32,36,30,33,39,32,40,31
d02315,football,5,6,2,0,3,1,3,6,4,7,3,3,6,3,5,4,3,3,2,5,3,4,1,2,81,76,63,60,76,81,66,56,106,110,108,111,112,103,115,138
d02316,machine_learning,2,7,4,5,6,6,8,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,17,7,13,16,13,14,9,7
d02317,machine_learning,24,14,15,14,25,11,16,13,0,0,0,0,1,0,0,2,0,1,1,0,0,0,1,1,2,1,0,1,0,0,0,1,25,27,29,36,28,23,25,25
d02318,machine_learning,22,14,17,14,15,10,14,18,0,1,0,0,2,0,0,3,1,1,0,2,2,1,0,1,1,0,1,1,1,1,1,2,23,23,36,32,23,34,36,26
d02319,machine_learning,16,25,17,19,25,31,18,25,1,1,2,0,1,0,0,0,2,0,2,1,0,0,1,0,3,1,1,1,0,1,3,0,24,26,33,30,34,24,28,38
d02320,machine_learning,13,13,27,18,27,21,17,22,2,1,1,1,0,2,0,2,3,0,4,0,3,0,1,0,3,2,0,1,2,0,0,0,38,31,40,38,19,33,33,30
d02321,cooking,3,0,1,2,1,0,0,0,16,14,16,18,11,22,15,19,0,1,3,1,1,0,0,0,3,1,1,0,0,0,2,0,32,22,29,43,24,27,29,31
d02322,astronomy,1,2,3,0,2,5,3,3,1,1,2,2,5,2,2,6,35,37,38,50,36,35,39,35,3,0,1,2,3,3,0,4,61,66,55,46,70,52,56,60
d02323,football,3,3,2,6,4,4,4,4,7,6,1,2,4,0,2,3,3,2,3,3,4,5,1,5,76,54,52,66,68,66,77,68,104,132,124,108,113,121,115,125
d02324,machine_learning,23,20,18,8,17,15,13,23,0,0,1,1,0,0,3,1,0,2,1,0,0,0,1,0,0,0,2,0,2,0,2,0,28,21,40,19,23,21,32,24
d02325,astronomy,1,1,1,1,0,0,0,0,1,1,3,0,1,1,2,0,16,18,10,17,20,13,16,19,1,1,2,0,0,3,0,2,29,29,24,34,26,27,27,29
d02326,football,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,4,5,7,7,7,3,4,7,7,11,4,7,9,8,12,4
d02327,machine_learning,28,26,26,32,28,28,30,44,3,1,0,0,1,0,1,2,0,3,2,1,1,1,2,2,1,1,1,1,0,1,2,1,43,43,60,46,42,48,37,42
d02328,football,2,1,1,0,3,4,2,0,0,4,2,1,0,1,3,0,0,0,2,3,4,3,1,0,28,30,36,28,27,36,32,30,40,35,41,49,48,48,40,42
d02329,football,1,0,0,2,0,1,1,0,0,1,1,1,0,0,2,3,0,0,1,1,1,0,1,0,11,12,13,16,16,17,18,11,28,19,30,24,29,22,24,21
d02330,football,4,3,2,1,0,0,1,2,1,0,1,3,1,0,0,3,2,2,1,0,2,0,1,1,21,15,32,28,26,19,18,20,30,37,45,32,44,40,33,28
d02331,cooking,2,0,3,1,1,4,1,1,42,36,28,34,36,31,34,38,1,1,2,1,0,3,3,1,0,0,0,2,0,0,1,2,48,48,61,48,60,43,52,53
d02332,cooking,1,2,1,1,2,0,0,1,16,18,11,26,17,14,17,21,1,0,0,1,1,2,2,2,1,1,0,0,3,3,1,0,27,37,27,35,33,24,29,39
d02333,machine_learning,28,28,34,32,29,20,26,31,2,0,1,2,5,3,4,3,3,3,1,4,1,1,3,1,0,1,2,0,0,6,3,1,53,50,52,44,45,44,52,51
d02334,cooking,1,2,1,2,2,1,0,4,37,46,38,39,39,36,32,39,1,3,2,1,4,1,5,1,1,0,3,1,3,0,1,2,56,63,61,71,62,58,63,67
d02335,astronomy,0,0,0,0,1,1,1,1,2,1,0,0,0,0,2,2,15,16,15,13,12,18,12,13,0,0,1,0,1,1,0,1,22,26,11,23,15,20,30,19
d02336,cooking,1,0,1,1,1,1,0,0,11,12,6,7,13,10,12,7,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,20,15,9,19,14,9,13,16
d02337,astronomy,0,1,0,1,1,1,0,0,1,0,2,1,0,1,0,1,20,16,15,12,18,13,14,17,1,3,2,0,1,1,1,0,15,24,24,19,21,19,24,23
d02338,cooking,2,2,1,6,3,3,3,4,52,41,39,46,50,43,45,55,1,5,2,2,2,1,3,0,2,3,1,2,3,3,1,2,106,73,80,74,69,83,74,75
d02339,astronomy,2,4,2,1,1,3,2,0,3,2,0,5,0,3,0,2,32,28,30,27,39,37,38,27,2,1,3,2,0,2,1,0,45,56,48,41,50,50,42,61
d02340,machine_learning,3,17,9,11,11,7,8,7,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,1,0,2,19,10,10,5,13,20,14,16
d02341,football,1,1,0,3,0,0,0,0,1,0,0,3,1,1,0,1,2,1,0,0,1,2,1,0,25,22,22,22,21,12,15,22,36,30,32,48,30,36,44,23
d02342,football,0,0,2,0,2,3,0,0,2,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,10,14,16,13,14,13,13,12,18,22,16,11,24,19,18,25
d02343,football,3,5,2,3,2,5,2,2,0,5,1,2,5,0,1,1,0,2,1,1,4,3,2,3,47,38,48,38,46,39,38,34,54,61,51,69,65,64,70,79
d02344,machine_learning,11,9,7,10,5,7,3,13,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,2,1,0,16,24,16,12,22,17,16,15
d02345,astronomy,0,0,1,1,0,1,6,2,0,1,1,0,1,3,0,1,22,17,29,36,30,32,35,27,2,1,0,2,1,0,1,1,54,60,75,54,47,49,49,47
d02346,astronomy,0,2,1,3,1,1,1,1,2,1,2,2,0,2,3,3,15,23,19,30,25,25,22,20,0,2,5,2,1,2,1,3,39,38,41,36,29,40,37,45
d02347,cooking,0,1,2,0,0,0,1,1,9,7,7,9,7,11,6,7,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15,13,14,11,14,12,18,16
d02348,machine_learning,21,16,13,18,15,16,20,20,1,2,0,2,1,1,2,1,1,1,0,0,1,0,2,0,0,1,0,1,1,0,2,0,28,37,24,34,28,37,36,40
d02349,machine_learning,9,7,13,11,9,9,11,5,2,0,0,1,1,1,0,0,2,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,16,14,17,12,8,17,15,17
d02350,football,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,2,0,0,4,1,3,0,0,1,19,23,24,21,16,18,21,18,38,39,25,32,26,33,29,22
d02351,machine_learning,3,4,4,9,6,8,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,11,6,7,10,7,6
d02352,football,0,1,1,0,1,1,1,1,1,3,0,0,1,1,0,0,0,1,0,0,1,0,2,0,6,7,5,6,12,11,14,7,15,21,15,19,23,14,13,16
d02353,astronomy,2,2,1,1,2,0,3,2,1,2,2,1,1,1,1,1,21,23,22,24,26,32,32,23,1,1,1,0,3,1,0,2,45,44,48,40,37,46,39,41
d02354,machine_learning,17,13,9,4,11,6,17,10,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,3,0,1,1,0,20,11,19,16,13,25,15,17
d02355,machine_learning,2,3,3,4,3,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,6,5,7,9,9,10,12
d02356,machine_learning,10,11,13,12,15,13,15,6,0,1,2,2,1,0,1,0,3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,27,23,28,29,23,26,24,18
d02357,football,0,1,0,1,1,1,1,2,0,1,1,1,1,0,1,0,0,0,3,1,0,0,0,1,7,9,13,17,10,11,7,11,15,16,20,23,16,21,17,19
d02358,cooking,1,3,0,1,0,1,1,2,24,31,30,26,37,23,23,40,0,0,1,1,2,0,1,2,2,1,2,0,1,0,1,2,54,39,38,41,44,43,38,41
d02359,machine_learning,3,2,2,2,3,2,5,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,5,6,3,8,4,1
d02360,cooking,1,0,1,1,0,0,1,1,16,13,11,8,11,20,15,12,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,2,12,32,27,31,12,17,18,12
d02361,astronomy,0,0,1,2,1,1,1,0,1,0,1,1,0,1,2,0,14,18,13,19,14,19,20,11,0,1,0,0,0,1,1,0,33,31,23,28,27,17,24,23
d02362,astronomy,1,1,5,0,1,4,2,1,2,3,1,0,0,1,0,0,25,24,25,21,27,30,25,24,1,1,0,1,1,1,1,0,32,33,41,37,50,52,36,43
d02363,machine_learning,38,35,32,33,37,34,33,29,2,0,2,2,1,1,1,2,0,4,1,3,0,3,1,1,3,2,1,1,3,1,1,2,50,52,53,60,56,49,56,46
d02364,machine_learning,25,33,27,38,35,34,32,28,3,1,0,3,1,1,2,3,2,3,4,0,0,3,3,0,4,1,4,2,2,1,0,1,68,64,60,63,48,68,52,55
d02365,astronomy,0,1,0,0,0,0,0,1,0,1,1,2,0,0,3,0,12,8,18,12,17,10,15,19,1,0,0,1,1,2,0,1,20,17,20,17,18,26,20,23
d02366,astronomy,2,0,0,0,0,1,2,1,0,0,0,0,0,0,2,1,15,7,16,18,8,13,14,13,1,2,1,1,0,2,1,0,25,10,22,13,16,17,16,22
d02367,cooking,0,0,0,0,0,0,0,1,5,6,4,5,6,9,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,5,10,8,8,11,7,13
d02368,machine_learning,17,17,19,20,7,12,14,20,2,1,1,4,2,0,1,0,0,0,0,1,2,3,0,0,1,0,2,2,0,1,0,0,27,28,29,35,24,31,29,20
d02369,machine_learning,3,2,4,5,7,6,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,5,7,7,9,4,4
d02370,machine_learning,30,28,26,29,20,28,21,34,1,2,2,1,1,3,1,2,0,1,0,1,1,2,2,2,2,1,1,1,0,0,2,1,37,32,37,45,57,35,44,41
d02371,football,0,0,0,0,1,2,1,0,0,0,1,0,1,0,0,1,0,0,2,1,1,0,0,1,9,14,9,8,15,7,12,11,13,21,18,13,19,17,23,14
d02372,machine_learning,26,20,13,21,28,18,17,12,2,0,1,3,2,1,1,0,1,1,4,0,0,2,0,3,1,0,0,0,2,1,0,2,22,34,23,30,30,26,37,29
