session_id,region,plan,satisfaction,temp_c,latency_ms,page_views,session_minutes,bytes_sent_kb,converted
NM-003722,ap-south,enterprise,5,18.26,125.6,8,10.13,790.72,0
NM-003723,eu-west,basic,4,20.83,75.9,4,3.63,130.14,0
NM-003724,sa-east,enterprise,3,21.4,180.9,7,7.51,153.09,1
NM-003725,us-west,free,1,23.85,90.6,10,11.08,381.14,0
NM-003726,eu-west,free,4,20.51,99.0,5,12.87,409.46,0
NM-003727,eu-west,free,4,20.2,108.9,4,14.51,1106.16,0
NM-003728,sa-east,free,5,22.62,53.8,5,18.57,667.03,0
NM-003729,eu-west,free,1,22.45,58.6,10,12.38,1053.39,0
NM-003730,us-east,free,4,22.67,51.1,6,10.33,163.92,0
NM-003731,us-east,pro,4,20.33,51.2,3,15.33,796.92,0
NM-003732,ap-south,basic,5,20.74,54.7,4,26.87,1074.1,0
NM-003733,eu-west,free,1,19.96,71.7,4,32.31,1551.1,0
NM-003734,us-west,free,4,21.32,44.9,5,12.0,358.3,0
NM-003735,us-west,free,3,21.29,28.0,10,19.05,832.2,0
NM-003736,us-east,free,5,19.62,63.5,10,25.68,607.41,0
NM-003737,ap-south,free,4,20.01,98.1,9,11.99,266.37,0
NM-003738,us-east,free,3,23.41,83.5,7,18.91,1205.95,1
NM-003739,us-east,free,2,18.95,152.1,8,18.16,1326.57,0
NM-003740,us-east,free,3,16.39,69.4,8,1.72,163.44,0
NM-003741,us-east,free,5,21.6,19.0,6,5.24,322.82,1
NM-003742,us-west,pro,4,22.65,94.9,7,17.11,867.81,1
NM-003743,eu-west,pro,4,22.28,40.5,13,16.16,749.48,0
NM-003744,us-east,pro,5,20.45,56.1,3,1.36,0.0,0
NM-003745,ap-south,free,3,19.21,59.5,6,5.15,380.39,0
NM-003746,ap-south,basic,3,19.55,104.3,4,1.99,0.0,0
NM-003747,ap-south,free,4,21.76,53.5,4,7.61,390.55,0
NM-003748,us-east,free,4,18.89,76.2,8,4.31,159.41,0
NM-003749,us-east,free,5,24.39,28.5,5,23.82,864.09,1
NM-003750,ap-south,free,5,19.71,44.5,8,2.38,64.55,0
NM-003751,us-east,basic,1,20.75,27.3,9,11.76,777.3,0
NM-003752,us-east,free,3,20.68,119.7,4,23.19,903.62,0
NM-003753,ap-south,pro,5,22.06,63.7,2,20.28,773.09,0
NM-003754,eu-west,free,4,22.27,41.9,9,37.07,1490.23,0
NM-003755,us-east,free,4,20.91,101.0,8,14.22,661.22,0
NM-003756,us-east,basic,3,20.46,95.2,6,12.25,260.04,0
NM-003757,ap-south,enterprise,4,20.22,77.1,6,13.09,567.1,0
NM-003758,eu-west,free,4,18.17,42.7,6,3.6,198.92,0
NM-003759,ap-south,basic,4,20.38,62.9,7,3.35,0.0,0
NM-003760,sa-east,free,4,26.23,98.0,7,16.96,853.64,0
NM-003761,ap-south,basic,5,21.18,48.3,9,22.09,1166.87,1
NM-003762,us-east,free,3,21.57,71.2,6,3.58,179.74,0
NM-003763,us-west,basic,3,25.13,32.4,11,0.95,0.0,0
NM-003764,ap-south,pro,3,20.44,44.5,5,21.42,885.26,0
NM-003765,us-east,free,3,22.81,135.7,4,12.91,824.12,0
NM-003766,us-east,pro,5,19.16,35.4,9,2.5,387.34,0
NM-003767,us-west,basic,4,21.23,32.9,3,15.8,723.4,0
NM-003768,sa-east,free,5,21.08,46.4,5,5.72,513.07,0
NM-003769,us-east,basic,5,22.36,148.8,6,33.51,1575.91,0
NM-003770,eu-west,basic,3,25.26,89.5,8,11.33,574.28,0
NM-003771,sa-east,free,3,19.32,98.6,5,13.11,521.48,0
NM-003772,eu-west,pro,3,21.49,65.8,7,12.24,207.67,0
NM-003773,eu-west,basic,5,22.71,234.0,7,7.35,240.56,0
NM-003774,eu-west,pro,3,19.16,160.1,7,15.67,424.82,0
NM-003775,us-west,basic,4,23.38,50.8,7,39.61,2122.01,1
NM-003776,us-west,free,5,23.68,29.6,5,20.34,792.23,0
NM-003777,eu-west,free,5,21.67,59.7,6,9.55,416.51,0
NM-003778,us-east,basic,4,19.52,191.2,6,14.92,530.97,0
NM-003779,us-east,free,2,20.12,65.6,4,7.19,182.69,0
NM-003780,ap-south,basic,4,22.16,119.7,5,17.47,944.21,0
NM-003781,us-east,enterprise,2,20.11,279.9,7,6.57,545.85,0
NM-003782,us-west,enterprise,2,20.92,132.8,10,7.49,369.75,0
NM-003783,us-east,pro,4,19.21,38.7,8,11.8,242.43,0
NM-003784,ap-south,basic,5,21.81,60.6,9,5.95,100.81,0
NM-003785,sa-east,basic,4,21.88,1106.0,10,6.9,23.01,0
NM-003786,us-west,free,4,21.43,68.3,4,3.75,92.59,0
NM-003787,sa-east,pro,1,18.19,51.9,7,18.41,847.28,0
NM-003788,sa-east,pro,5,22.26,288.1,6,5.82,104.47,0
NM-003789,eu-west,free,4,22.21,74.0,10,3.08,178.05,0
NM-003790,eu-west,pro,3,23.0,27.0,9,12.47,694.12,0
NM-003791,eu-west,enterprise,1,20.6,132.6,9,11.65,189.95,0
NM-003792,eu-west,free,1,23.29,21.6,6,12.71,605.74,0
NM-003793,us-west,basic,3,21.95,61.7,10,17.42,688.36,0
NM-003794,us-west,pro,3,24.13,85.2,10,14.88,703.99,0
NM-003795,us-west,basic,5,21.72,75.3,9,8.59,118.43,0
NM-003796,us-west,pro,3,18.53,69.7,5,8.25,778.47,0
NM-003797,ap-south,free,5,19.11,142.9,11,2.33,0.0,0
NM-003798,us-east,free,5,20.63,48.3,7,8.34,545.62,0
NM-003799,ap-south,basic,4,19.74,39.3,9,9.75,574.12,0
NM-003800,us-east,enterprise,1,20.05,54.8,8,13.99,608.98,0
NM-003801,ap-south,pro,5,18.65,49.8,10,8.65,381.43,0
NM-003802,us-west,pro,3,22.12,53.1,10,5.76,359.18,1
NM-003803,eu-west,free,3,23.63,58.1,7,5.99,122.76,0
NM-003804,us-west,pro,5,23.16,48.6,6,28.7,1144.57,0
NM-003805,us-east,free,3,22.51,40.5,5,13.76,602.82,0
NM-003806,us-east,free,2,22.36,42.8,6,10.51,1075.77,0
NM-003807,ap-south,basic,5,22.62,67.4,8,22.18,1101.77,0
NM-003808,us-west,free,2,20.7,101.3,4,18.19,864.37,0
NM-003809,ap-south,free,4,22.84,55.0,12,15.8,1096.01,0
NM-003810,us-east,basic,3,23.92,92.0,8,12.42,913.23,0
NM-003811,us-east,free,4,20.96,138.7,5,3.12,338.65,0
NM-003812,us-east,free,4,20.97,119.4,12,9.96,930.57,0
NM-003813,ap-south,basic,4,22.37,62.6,6,17.3,945.62,0
NM-003814,ap-south,free,3,19.56,157.8,3,14.12,895.98,0
NM-003815,sa-east,free,4,18.34,281.8,3,15.69,1014.21,0
NM-003816,us-east,basic,3,21.66,24.9,10,5.6,195.83,0
NM-003817,eu-west,enterprise,4,21.03,23.1,10,13.73,434.36,0
NM-003818,us-east,free,5,21.7,42.6,6,8.44,722.57,0
NM-003819,us-east,free,4,23.56,89.6,8,4.35,440.02,0
NM-003820,us-west,basic,3,20.64,79.4,9,21.47,992.73,0
NM-003821,eu-west,free,3,20.89,49.3,3,9.49,5.17,0
NM-003822,us-west,free,4,23.0,28.8,9,20.04,1255.7,0
NM-003823,eu-west,basic,4,20.63,131.7,1,11.38,750.15,0
NM-003824,eu-west,enterprise,1,22.49,33.0,9,0.81,344.96,0
NM-003825,sa-east,free,4,21.3,43.7,4,2.8,108.82,0
NM-003826,us-west,basic,4,21.78,341.1,4,5.69,0.0,0
NM-003827,eu-west,free,5,21.91,226.1,4,9.73,473.65,0
NM-003828,us-west,basic,4,18.82,245.3,7,10.18,835.85,0
NM-003829,us-east,pro,5,20.31,135.1,5,0.98,0.0,0
NM-003830,us-west,pro,5,23.19,66.4,9,6.12,489.15,0
NM-003831,ap-south,free,5,23.32,225.0,8,22.56,1157.66,0
NM-003832,ap-south,free,3,19.21,55.1,8,6.64,638.08,1
NM-003833,ap-south,free,1,22.25,80.6,5,9.92,565.08,0
NM-003834,us-west,free,3,24.58,94.3,6,12.6,901.86,0
NM-003835,eu-west,free,4,21.41,65.1,11,14.9,892.89,0
NM-003836,sa-east,free,4,22.22,51.2,16,4.19,249.03,0
NM-003837,ap-south,free,5,24.21,60.1,12,10.25,613.23,0
NM-003838,us-east,free,4,22.84,72.4,9,26.75,1599.1,1
NM-003839,us-east,free,1,18.79,81.7,7,8.58,704.65,0
NM-003840,us-east,free,3,22.55,163.8,7,5.73,559.51,0
NM-003841,ap-south,basic,4,19.86,68.5,8,17.07,775.26,0
NM-003842,ap-south,pro,5,19.42,72.2,6,35.72,1232.38,0
NM-003843,us-east,basic,3,20.31,175.9,7,6.51,235.28,0
NM-003844,sa-east,free,2,22.15,55.0,5,2.41,0.0,0
NM-003845,us-west,basic,5,22.13,30.6,7,6.81,726.1,0
NM-003846,us-east,free,4,25.96,14.5,6,7.87,557.47,0
NM-003847,us-west,basic,3,21.23,98.3,9,6.61,20.46,0
NM-003848,us-east,free,3,21.06,68.8,8,8.1,431.33,0
NM-003849,us-east,enterprise,4,22.32,58.0,10,13.21,532.73,0
NM-003850,eu-west,free,5,21.97,99.6,7,2.72,740.8,1
NM-003851,ap-south,free,5,24.65,107.6,8,12.33,643.41,0
NM-003852,us-west,free,3,21.86,69.3,7,15.34,0.0,0
NM-003853,us-west,basic,1,22.96,69.5,8,4.14,0.0,0
NM-003854,us-east,free,3,22.44,179.6,5,0.73,0.0,0
NM-003855,us-east,basic,5,18.88,70.8,7,10.57,911.11,0
NM-003856,us-west,basic,4,22.15,36.0,8,2.42,215.37,0
NM-003857,ap-south,basic,3,21.98,74.3,5,22.13,1165.3,0
NM-003858,eu-west,basic,5,21.19,57.2,8,12.65,1271.33,0
NM-003859,us-east,basic,3,21.25,90.6,12,13.23,960.15,0
NM-003860,sa-east,free,3,17.78,104.7,7,12.41,463.2,0
NM-003861,us-east,pro,4,21.35,145.1,9,4.35,20.65,0
NM-003862,eu-west,free,4,19.96,60.3,7,5.46,243.43,0
NM-003863,eu-west,basic,1,22.61,96.1,9,15.38,309.17,1
NM-003864,us-east,pro,3,19.46,27.9,10,5.74,400.45,0
NM-003865,sa-east,enterprise,2,19.5,82.8,8,13.68,470.61,0
NM-003866,us-west,free,4,24.37,134.8,8,15.47,49.16,0
NM-003867,sa-east,free,5,20.67,76.6,7,16.68,574.43,0
NM-003868,ap-south,basic,3,20.48,137.5,8,6.82,0.95,0
NM-003869,us-west,free,3,20.04,37.8,3,9.36,218.86,0
NM-003870,us-east,free,4,23.11,96.6,9,13.72,1009.73,0
NM-003871,us-east,basic,3,17.35,160.1,9,25.21,1031.94,0
NM-003872,us-east,basic,5,20.67,93.1,8,2.8,47.86,0
NM-003873,eu-west,free,5,22.24,70.8,10,31.9,1375.16,0
NM-003874,eu-west,pro,4,21.69,200.3,12,21.4,1096.71,0
NM-003875,us-east,basic,1,21.74,103.4,3,6.12,493.57,0
NM-003876,ap-south,pro,3,16.2,29.6,7,9.38,513.31,0
NM-003877,ap-south,basic,5,20.4,47.1,7,6.89,695.55,0
NM-003878,eu-west,pro,2,23.86,66.9,3,10.58,208.49,0
NM-003879,us-east,free,4,20.04,75.8,6,25.26,1015.42,0
NM-003880,us-east,pro,5,23.36,211.2,7,12.35,156.83,0
NM-003881,eu-west,free,3,19.62,110.2,10,26.14,1216.16,0
NM-003882,eu-west,free,4,24.26,207.1,5,6.05,0.0,0
NM-003883,us-east,basic,5,21.27,76.3,8,19.09,928.01,0
NM-003884,us-east,free,3,19.28,84.1,7,4.27,459.37,0
NM-003885,us-west,basic,3,19.6,52.3,5,3.96,353.36,0
NM-003886,us-west,free,1,22.68,197.5,7,39.76,1801.29,0
NM-003887,sa-east,free,3,18.18,91.3,8,4.04,301.19,0
NM-003888,us-west,basic,4,20.49,30.4,8,8.19,716.8,0
NM-003889,eu-west,free,4,19.38,109.4,10,11.32,91.04,0
NM-003890,us-east,basic,3,18.21,54.5,6,9.29,643.34,0
NM-003891,eu-west,free,4,23.16,119.7,9,7.49,467.18,0
NM-003892,eu-west,basic,4,19.4,61.8,10,9.3,701.01,0
NM-003893,us-west,pro,3,19.07,116.4,11,7.18,450.72,0
NM-003894,ap-south,pro,4,20.74,128.6,5,2.87,0.0,0
NM-003895,ap-south,basic,5,22.02,24.2,9,15.03,280.09,0
NM-003896,sa-east,free,2,19.77,103.1,11,18.31,1000.76,0
NM-003897,us-west,basic,4,21.3,99.1,9,7.74,449.42,0
NM-003898,us-east,free,3,17.75,71.7,7,3.45,0.0,0
NM-003899,us-east,pro,3,21.35,72.5,6,10.84,674.26,0
NM-003900,sa-east,basic,2,21.04,181.6,6,20.48,1242.88,0
NM-003901,us-west,free,5,19.71,59.2,7,9.0,620.89,0
NM-003902,us-east,free,4,19.77,35.9,7,23.55,928.51,0
NM-003903,sa-east,pro,4,21.39,114.1,8,17.64,740.08,0
NM-003904,us-east,pro,5,21.72,90.1,7,3.09,279.34,0
NM-003905,us-east,free,1,20.04,136.2,6,11.42,805.82,0
NM-003906,us-west,basic,3,20.43,60.7,4,6.35,192.28,0
NM-003907,us-east,free,1,21.74,117.8,9,13.92,535.59,1
NM-003908,eu-west,free,5,22.58,70.0,9,3.28,0.0,0
NM-003909,sa-east,enterprise,2,20.32,114.8,5,5.33,222.42,0
NM-003910,us-west,free,2,20.94,79.9,6,6.81,503.22,0
NM-003911,us-west,free,4,18.19,46.1,6,23.7,877.99,0
NM-003912,ap-south,basic,3,23.11,66.9,6,9.24,0.0,0
NM-003913,ap-south,free,4,21.17,166.0,7,9.8,704.62,0
NM-003914,ap-south,free,4,19.46,57.4,6,5.06,576.53,0
NM-003915,us-west,enterprise,4,19.81,167.4,10,5.2,67.05,0
NM-003916,us-west,basic,3,19.4,78.2,10,12.37,652.85,0
NM-003917,us-west,free,4,21.02,115.4,10,8.88,761.32,0
NM-003918,sa-east,pro,3,18.75,147.2,0,3.5,0.0,1
NM-003919,ap-south,free,5,22.28,65.9,7,5.68,0.0,0
NM-003920,ap-south,free,4,19.57,65.8,4,4.89,771.85,0
NM-003921,eu-west,free,3,21.48,111.4,8,15.44,328.92,0
NM-003922,ap-south,pro,3,22.49,55.4,6,5.5,0.0,0
NM-003923,eu-west,free,4,20.02,58.8,6,16.55,570.48,0
NM-003924,eu-west,free,1,19.34,222.6,10,10.36,213.16,0
NM-003925,ap-south,pro,3,21.64,152.9,10,13.66,1100.77,0
NM-003926,eu-west,basic,4,20.89,78.1,7,3.89,306.15,1
NM-003927,us-west,free,1,21.21,48.0,3,23.12,1431.23,0
NM-003928,ap-south,pro,1,18.14,18.1,11,9.37,0.0,0
NM-003929,us-east,free,2,19.82,147.6,6,11.57,286.12,0
NM-003930,us-east,free,4,21.1,36.1,8,10.82,244.83,0
NM-003931,us-east,free,4,19.8,156.2,6,7.1,255.8,0
NM-003932,eu-west,free,4,19.78,52.3,14,6.85,579.78,0
NM-003933,eu-west,enterprise,2,23.43,101.9,6,12.35,207.87,0
NM-003934,eu-west,free,3,21.11,62.3,8,8.16,136.04,0
NM-003935,eu-west,free,4,22.58,63.2,10,4.33,257.74,0
NM-003936,sa-east,free,4,20.09,153.7,10,22.86,1299.4,0
NM-003937,us-west,free,4,21.56,59.1,11,10.04,7.95,0
NM-003938,us-west,basic,5,27.01,104.5,7,12.18,573.75,0
NM-003939,eu-west,free,2,21.35,40.0,10,9.01,416.86,0
NM-003940,us-east,basic,1,21.56,176.7,1,4.39,82.38,0
NM-003941,eu-west,free,4,20.16,49.9,8,8.24,625.28,0
NM-003942,eu-west,free,3,19.48,54.4,8,8.29,0.0,0
NM-003943,eu-west,basic,4,19.12,121.0,7,4.06,640.5,0
NM-003944,eu-west,basic,4,23.17,40.2,8,14.26,354.1,0
NM-003945,us-east,free,4,18.8,66.4,9,7.76,276.33,0
NM-003946,sa-east,basic,5,20.73,48.4,12,5.75,579.0,0
NM-003947,us-west,basic,4,17.62,110.0,9,10.77,741.47,0
NM-003948,us-west,free,4,22.79,110.7,10,47.32,1514.05,0
NM-003949,ap-south,free,5,17.46,66.2,6,5.14,60.56,1
NM-003950,sa-east,pro,4,23.29,51.6,8,16.81,903.36,0
NM-003951,us-east,free,4,23.01,64.8,6,10.42,502.12,0
NM-003952,us-west,free,4,20.73,40.0,5,24.35,1673.55,0
NM-003953,ap-south,basic,2,17.43,47.6,3,8.8,137.33,0
NM-003954,us-east,free,3,19.96,117.8,11,9.54,588.47,0
NM-003955,us-west,free,4,21.64,48.0,8,16.64,611.49,0
NM-003956,ap-south,free,1,19.44,74.4,6,11.1,0.0,0
NM-003957,us-west,enterprise,4,23.56,80.6,8,5.92,628.19,0
NM-003958,us-east,free,4,21.68,72.8,6,18.61,816.48,0
NM-003959,us-east,pro,5,21.76,156.2,7,8.27,270.72,0
NM-003960,eu-west,free,4,23.8,64.5,8,7.65,61.35,0
NM-003961,ap-south,pro,3,23.89,116.4,8,8.26,258.63,0
NM-003962,eu-west,free,5,17.95,104.6,8,7.83,312.41,0
NM-003963,us-east,free,4,22.5,71.3,10,5.87,296.15,0
NM-003964,us-west,free,4,21.62,223.7,5,17.43,292.79,0
NM-003965,us-east,free,4,16.15,19.8,11,18.6,1119.41,0
NM-003966,us-west,basic,4,17.44,73.3,6,17.39,671.23,0
NM-003967,eu-west,free,5,24.43,41.5,5,21.77,1147.97,0
NM-003968,us-east,enterprise,4,21.09,53.0,7,16.46,465.4,1
NM-003969,us-east,pro,4,24.22,94.1,5,14.69,473.91,0
NM-003970,us-east,free,3,20.42,111.8,7,11.12,288.0,0
NM-003971,us-east,free,4,17.94,60.4,8,9.63,856.74,0
NM-003972,us-west,free,3,22.28,155.3,5,13.95,981.31,0
NM-003973,us-west,free,4,17.19,59.5,10,13.53,777.25,0
NM-003974,us-east,pro,3,21.34,117.2,10,13.53,987.84,0
NM-003975,eu-west,pro,3,16.1,35.4,8,7.43,229.5,0
NM-003976,us-west,basic,4,19.73,89.0,8,2.52,157.04,0
NM-003977,us-west,free,2,25.31,105.4,16,7.32,571.75,0
NM-003978,us-east,free,4,24.23,28.9,10,7.74,259.14,0
NM-003979,ap-south,basic,5,23.12,142.9,11,20.69,901.13,0
NM-003980,eu-west,free,4,22.59,46.0,12,5.36,427.18,0
NM-003981,sa-east,free,3,22.16,116.8,9,5.12,0.0,0
NM-003982,eu-west,free,2,21.97,257.3,13,7.61,278.16,0
NM-003983,ap-south,pro,5,19.28,54.8,7,14.99,840.09,0
NM-003984,us-west,basic,4,21.77,133.6,7,13.73,1034.57,0
NM-003985,us-west,free,4,21.81,60.5,3,5.72,191.45,0
NM-003986,eu-west,free,3,23.9,84.1,5,19.91,263.74,0
NM-003987,us-west,basic,4,22.16,49.0,8,6.78,565.38,0
NM-003988,us-east,free,2,21.79,76.2,12,3.02,0.0,0
NM-003989,eu-west,free,4,18.73,75.9,9,9.18,270.1,0
NM-003990,us-east,basic,3,23.59,99.7,8,17.4,1232.37,0
NM-003991,us-west,free,4,18.55,39.5,7,13.73,473.93,0
NM-003992,us-west,basic,4,18.28,58.6,10,13.48,791.84,1
NM-003993,us-east,free,4,18.69,122.7,6,9.97,327.16,0
NM-003994,eu-west,free,5,22.07,51.1,6,10.57,517.81,0
NM-003995,eu-west,free,5,23.07,33.1,8,17.56,861.93,0
NM-003996,us-west,basic,2,22.64,71.9,3,6.89,345.47,1
NM-003997,us-west,basic,3,20.32,73.1,6,14.31,113.24,0
NM-003998,us-west,basic,2,22.29,34.0,3,4.24,239.27,0
NM-003999,ap-south,free,2,19.31,99.9,9,10.71,338.39,0
NM-004000,ap-south,free,3,20.1,44.3,5,4.41,311.87,1
NM-004001,us-east,pro,3,17.1,69.8,3,3.07,534.56,0
NM-004002,us-east,enterprise,5,18.73,20.6,10,2.88,51.67,0
NM-004003,us-west,enterprise,4,21.38,62.1,10,1.9,0.0,0
NM-004004,sa-east,free,2,19.86,83.3,10,4.45,118.83,0
NM-004005,us-east,free,2,24.37,68.0,4,2.53,0.0,0
NM-004006,us-east,basic,3,21.25,65.3,5,28.75,1477.2,0
NM-004007,us-west,basic,5,23.14,43.7,9,20.16,512.59,0
NM-004008,eu-west,basic,4,20.75,220.0,4,19.31,750.99,0
NM-004009,us-west,free,5,20.87,118.0,4,5.23,572.52,0
NM-004010,eu-west,free,4,22.36,52.8,6,5.39,441.37,0
NM-004011,sa-east,enterprise,4,19.95,1439.6,8,23.41,1251.19,1
NM-004012,eu-west,pro,3,23.64,56.8,3,5.48,380.27,0
NM-004013,us-east,free,1,21.4,122.6,11,16.72,639.64,0
NM-004014,us-west,enterprise,2,23.18,71.8,9,5.07,119.22,0
NM-004015,eu-west,pro,4,18.0,126.2,9,1.47,513.59,0
NM-004016,us-west,free,4,18.71,98.6,6,19.51,824.36,0
NM-004017,eu-west,free,3,20.52,66.2,8,17.48,742.55,0
NM-004018,eu-west,enterprise,5,20.42,47.6,6,5.74,154.48,1
NM-004019,us-east,free,5,18.92,35.6,8,8.04,410.74,0
NM-004020,us-west,free,3,20.52,41.5,7,11.23,636.8,0
NM-004021,ap-south,basic,4,19.69,35.9,7,2.29,58.55,0
NM-004022,sa-east,free,4,23.49,74.6,10,15.06,410.85,0
NM-004023,us-east,free,3,23.95,76.9,5,9.11,668.19,0
NM-004024,us-east,free,4,17.56,75.4,10,10.12,152.75,0
NM-004025,us-east,pro,4,19.1,10.5,8,6.53,671.05,0
NM-004026,eu-west,free,5,22.84,171.4,10,29.32,1608.45,0
NM-004027,us-east,free,5,19.7,51.6,6,7.36,324.19,0
NM-004028,us-west,free,4,21.11,35.5,7,10.28,444.44,0
NM-004029,us-west,basic,5,20.52,85.4,9,23.83,1194.76,0
NM-004030,eu-west,basic,4,21.47,146.5,9,24.58,788.71,0
NM-004031,us-west,free,4,23.03,135.5,6,8.06,571.7,0
NM-004032,us-west,free,3,21.02,96.2,9,7.25,245.41,0
NM-004033,us-east,pro,4,19.21,109.1,9,21.38,1278.7,0
NM-004034,ap-south,pro,5,20.78,28.2,9,14.05,616.93,0
NM-004035,sa-east,basic,3,21.43,120.2,5,16.38,969.93,0
NM-004036,eu-west,basic,5,19.25,53.8,10,16.8,905.51,0
NM-004037,ap-south,basic,3,24.39,106.9,8,7.1,486.68,0
NM-004038,us-west,free,3,23.91,61.5,8,2.11,168.67,0
NM-004039,us-east,free,4,20.29,36.5,6,5.82,0.0,0
NM-004040,us-east,free,3,23.13,107.3,5,1.74,17.53,0
NM-004041,us-east,free,4,22.45,74.6,10,13.64,759.51,0
NM-004042,us-east,free,5,22.4,22.9,4,12.45,693.39,0
NM-004043,ap-south,free,4,21.39,68.4,5,8.73,420.71,0
NM-004044,us-east,basic,4,20.72,60.9,8,3.41,0.0,0
NM-004045,ap-south,free,4,21.55,42.4,11,9.1,456.4,0
NM-004046,us-east,free,4,19.37,110.7,15,3.92,642.39,0
NM-004047,us-west,free,1,20.82,97.1,11,7.97,621.28,0
NM-004048,eu-west,basic,5,22.31,77.7,7,11.16,602.8,1
NM-004049,us-east,free,5,21.43,81.5,7,2.35,498.63,0
NM-004050,eu-west,enterprise,4,22.3,74.5,5,7.29,337.81,0
NM-004051,us-east,basic,5,20.63,59.7,9,12.46,120.01,0
NM-004052,eu-west,free,2,20.89,87.0,8,7.35,425.54,0
NM-004053,eu-west,free,5,23.07,122.7,11,20.84,1401.58,0
NM-004054,sa-east,free,4,19.93,93.8,14,10.82,670.04,0
NM-004055,eu-west,free,2,23.75,18.7,6,1.73,266.05,0
NM-004056,us-east,pro,4,15.8,142.9,5,11.13,191.47,0
NM-004057,us-east,free,4,21.13,71.0,10,5.93,421.77,0
NM-004058,us-west,pro,4,22.12,20.4,7,3.99,275.34,0
NM-004059,ap-south,free,4,22.01,59.9,7,10.5,1023.74,0
NM-004060,ap-south,free,3,19.43,60.8,4,11.39,863.47,0
NM-004061,us-west,basic,2,17.44,105.0,4,14.25,0.0,0
NM-004062,us-east,basic,4,21.48,51.4,4,3.92,0.0,0
NM-004063,ap-south,pro,3,22.49,155.3,3,1.6,315.69,0
NM-004064,ap-south,free,4,21.7,108.0,2,25.13,1051.6,0
NM-004065,eu-west,free,5,20.0,76.9,10,3.07,6.98,0
NM-004066,eu-west,free,5,23.11,68.9,9,9.07,330.42,0
NM-004067,ap-south,basic,4,19.82,47.8,8,10.69,0.0,0
NM-004068,eu-west,free,3,20.64,119.0,6,26.76,1033.69,0
NM-004069,eu-west,pro,5,23.23,137.4,9,5.88,526.06,0
NM-004070,us-east,free,5,22.6,100.5,9,17.85,767.07,0
NM-004071,eu-west,free,4,19.86,109.0,8,9.44,262.39,0
NM-004072,us-west,enterprise,5,19.2,52.3,10,4.14,237.41,1
NM-004073,eu-west,free,5,19.21,154.2,10,4.17,389.45,0
NM-004074,ap-south,free,4,23.41,147.7,3,8.61,1020.97,0
NM-004075,us-west,free,5,17.65,91.8,9,6.21,0.0,0
NM-004076,ap-south,free,4,22.48,93.8,10,11.32,628.13,0
NM-004077,us-east,basic,2,13.5,56.8,13,16.08,726.39,0
NM-004078,eu-west,free,3,23.87,70.4,7,7.05,388.93,1
NM-004079,sa-east,free,4,22.48,51.8,13,7.64,136.55,0
NM-004080,eu-west,free,5,23.02,81.1,8,11.6,249.73,0
NM-004081,eu-west,free,4,22.21,128.1,7,7.0,485.18,0
NM-004082,eu-west,free,2,20.48,312.7,13,13.44,942.69,0
NM-004083,ap-south,basic,5,22.26,54.0,8,4.2,211.49,0
NM-004084,us-east,enterprise,4,23.58,152.4,3,9.68,343.17,0
NM-004085,us-east,free,2,21.29,84.5,4,6.94,351.7,1
NM-004086,us-east,free,4,22.29,71.8,7,11.78,908.31,1
NM-004087,ap-south,basic,2,20.13,178.5,9,5.83,291.65,0
NM-004088,eu-west,free,5,21.19,175.2,11,8.36,0.0,1
NM-004089,us-west,free,5,22.11,38.6,9,8.12,568.52,0
NM-004090,ap-south,basic,4,20.78,38.6,14,18.96,902.99,1
NM-004091,us-east,pro,4,23.64,51.6,5,14.84,1016.97,0
NM-004092,eu-west,free,3,18.86,94.0,7,7.78,540.78,1
NM-004093,us-east,basic,5,22.29,96.1,9,28.67,1804.45,0
NM-004094,us-west,free,5,17.06,27.2,4,13.39,1393.69,0
NM-004095,ap-south,free,1,17.75,50.1,14,6.54,438.92,0
NM-004096,us-east,free,5,17.3,102.7,8,3.44,276.96,0
NM-004097,ap-south,free,1,20.88,40.9,8,11.17,734.16,0
NM-004098,ap-south,free,5,21.84,92.6,7,21.19,716.08,0
NM-004099,ap-south,pro,4,22.06,111.6,7,21.16,1114.84,0
NM-004100,us-east,free,4,19.97,85.7,6,10.8,185.88,0
NM-004101,us-east,free,4,20.8,67.8,10,22.94,1143.46,0
NM-004102,eu-west,pro,3,19.69,30.6,11,11.73,168.41,0
NM-004103,us-east,basic,4,23.12,37.2,4,3.16,575.05,1
NM-004104,us-west,pro,3,19.28,116.9,4,14.99,804.54,0
NM-004105,us-east,basic,3,17.1,44.8,11,10.69,797.65,0
NM-004106,eu-west,basic,3,20.9,28.1,8,4.46,0.0,0
NM-004107,sa-east,free,4,23.08,62.5,3,6.47,539.88,0
NM-004108,us-east,free,4,17.97,85.4,8,14.06,724.61,0
NM-004109,eu-west,enterprise,4,21.9,62.2,9,10.31,343.53,0
NM-004110,us-west,basic,5,19.43,39.8,6,6.21,0.0,0
NM-004111,us-east,free,5,19.47,84.9,7,16.94,1027.65,0
NM-004112,us-east,free,4,20.82,41.3,8,7.34,775.64,0
NM-004113,us-west,free,4,20.92,109.2,8,12.69,204.47,0
NM-004114,us-east,pro,3,16.99,397.2,12,5.2,533.67,0
NM-004115,eu-west,pro,5,19.25,73.0,7,4.95,583.7,0
NM-004116,us-west,enterprise,5,21.43,73.9,7,20.4,876.7,0
NM-004117,us-east,free,3,23.65,79.0,2,18.15,831.44,0
